"file_analysis_results"|"main"|"main"|"field_count"|"3"
"file_analysis_results"|"main"|"main"|"record_count"|"5"
"file_analysis_results"|"main"|"main"|"has_header"|"True"
"file_analysis_results"|"main"|"main"|"delimiter"|","
"file_analysis_results"|"main"|"main"|"skipinitialspace"|"False"
"file_analysis_results"|"main"|"main"|"quoting"|"QUOTE_NONE"
"file_analysis_results"|"main"|"main"|"doublequote"|"False"
"file_analysis_results"|"main"|"main"|"escapechar"|"\"
"field_analysis_results"|"field_0"|"main"|"name"|"num"
"field_analysis_results"|"field_0"|"main"|"field_number"|"0"
"field_analysis_results"|"field_0"|"main"|"wrong_field_cnt"|"0"
"field_analysis_results"|"field_0"|"main"|"type"|"integer"
"field_analysis_results"|"field_0"|"main"|"min"|"1"
"field_analysis_results"|"field_0"|"main"|"max"|"4"
"field_analysis_results"|"field_0"|"main"|"unique_values"|"4"
"field_analysis_results"|"field_0"|"main"|"known_values"|"4"
"field_analysis_results"|"field_0"|"main"|"mean"|"2.50"
"field_analysis_results"|"field_0"|"main"|"median"|"2.50"
"field_analysis_results"|"field_0"|"main"|"variance"|"1.25"
"field_analysis_results"|"field_0"|"main"|"std_dev"|"1.12"
"field_analysis_results"|"field_0"|"top_values"|"top_values"|"not shown - all are unique"
"field_analysis_results"|"field_1"|"main"|"name"|"alpha"
"field_analysis_results"|"field_1"|"main"|"field_number"|"1"
"field_analysis_results"|"field_1"|"main"|"wrong_field_cnt"|"0"
"field_analysis_results"|"field_1"|"main"|"type"|"string"
"field_analysis_results"|"field_1"|"main"|"min"|"aaa"
"field_analysis_results"|"field_1"|"main"|"max"|"ddd"
"field_analysis_results"|"field_1"|"main"|"unique_values"|"4"
"field_analysis_results"|"field_1"|"main"|"known_values"|"4"
"field_analysis_results"|"field_1"|"main"|"case"|"lower"
"field_analysis_results"|"field_1"|"main"|"min_length"|"3"
"field_analysis_results"|"field_1"|"main"|"max_length"|"3"
"field_analysis_results"|"field_1"|"main"|"mean_length"|"3.0"
"field_analysis_results"|"field_1"|"top_values"|"top_values"|"not shown - all are unique"
"field_analysis_results"|"field_2"|"main"|"name"|"alphanumeric"
"field_analysis_results"|"field_2"|"main"|"field_number"|"2"
"field_analysis_results"|"field_2"|"main"|"wrong_field_cnt"|"0"
"field_analysis_results"|"field_2"|"main"|"type"|"string"
"field_analysis_results"|"field_2"|"main"|"min"|"embedded
newline"
"field_analysis_results"|"field_2"|"main"|"max"|"simple2"
"field_analysis_results"|"field_2"|"main"|"unique_values"|"4"
"field_analysis_results"|"field_2"|"main"|"known_values"|"4"
"field_analysis_results"|"field_2"|"main"|"case"|"lower"
"field_analysis_results"|"field_2"|"main"|"min_length"|"6"
"field_analysis_results"|"field_2"|"main"|"max_length"|"18"
"field_analysis_results"|"field_2"|"main"|"mean_length"|"11.75"
"field_analysis_results"|"field_2"|"top_values"|"top_values"|"not shown - all are unique"
